(001-009) Intestinal infectious diseases
001   Cholera
011.06            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
011.1       Tuberculosis of lung, nodular
011.10            Unspecified
011.11            Bacteriological or histological examination not done
011.12            Bacteriological or histological examination unknown (at present)
011.13            Tubercle bacilli found (in sputum) by microscopy
011.14            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
011.15            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
011.16            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
011.2       Tuberculosis of lung with cavitation
011.20            Unspecified
011.21            Bacteriological or histological examination not done
011.22            Bacteriological or histological examination unknown (at present)
011.23            Tubercle bacilli found (in sputum) by microscopy
011.24            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
011.25            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
011.26            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
011.3       Tuberculosis of bronchus
011.30            Unspecified
011.31            Bacteriological or histological examination not done
011.32            Bacteriological or histological examination unknown (at present)
011.33            Tubercle bacilli found (in sputum) by microscopy
011.34            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
011.35            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
011.36            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
011.4       Tuberculous fibrosis of lung
011.40            Unspecified
011.41            Bacteriological or histological examination not done
011.42            Bacteriological or histological examination unknown (at present)
011.43            Tubercle bacilli found (in sputum) by microscopy
011.44            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
011.45            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
011.46            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
011.5       Tuberculous bronchiectasis
011.50            Unspecified
011.51            Bacteriological or histological examination not done
011.52            Bacteriological or histological examination unknown (at present)
011.53            Tubercle bacilli found (in sputum) by microscopy
011.54            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
011.55            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
011.56            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
011.6       Tuberculous pneumonia [any form]
011.60            Unspecified
011.61            Bacteriological or histological examination not done
011.62            Bacteriological or histological examination unknown (at present)
011.63            Tubercle bacilli found (in sputum) by microscopy
011.64            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
011.65            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
011.66            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
011.7       Tuberculous pneumothorax
011.70            Unspecified
011.71            Bacteriological or histological examination not done
011.72            Bacteriological or histological examination unknown (at present)
011.73            Tubercle bacilli found (in sputum) by microscopy
011.74            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
011.75            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
011.76            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
011.8       Other specified pulmonary tuberculosis
011.80            Unspecified
011.81            Bacteriological or histological examination not done
011.82            Bacteriological or histological examination unknown (at present)
011.83            Tubercle bacilli found (in sputum) by microscopy
011.84            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
011.85            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
011.86            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
011.9       Pulmonary tuberculosis, unspecified
011.90            Unspecified
011.91            Bacteriological or histological examination not done
011.92            Bacteriological or histological examination unknown (at present)
011.93            Tubercle bacilli found (in sputum) by microscopy
011.94            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
011.95            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
011.96            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
012   Other respiratory tuberculosis
012.0       Tuberculous pleurisy
012.00            Unspecified
012.01            Bacteriological or histological examination not done
012.02            Bacteriological or histological examination unknown (at present)
012.03            Tubercle bacilli found (in sputum) by microscopy
012.04            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
012.05            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
012.06            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
012.1       Tuberculosis of intrathoracic lymph nodes
012.10            Unspecified
012.11            Bacteriological or histological examination not done
012.12            Bacteriological or histological examination unknown (at present)
012.13            Tubercle bacilli found (in sputum) by microscopy
012.14            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
012.15            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
012.16            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
012.2       Isolated tracheal or bronchial tuberculosis
012.20            Unspecified
012.21            Bacteriological or histological examination not done
012.22            Bacteriological or histological examination unknown (at present)
012.23            Tubercle bacilli found (in sputum) by microscopy
012.24            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
012.25            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
012.26            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
012.3       Tuberculous laryngitis
012.30            Unspecified
012.31            Bacteriological or histological examination not done
012.32            Bacteriological or histological examination unknown (at present)
012.33            Tubercle bacilli found (in sputum) by microscopy
012.34            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
012.35            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
012.36            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
012.8       Other specified respiratory tuberculosis
012.80            Unspecified
012.81            Bacteriological or histological examination not done
012.82            Bacteriological or histological examination unknown (at present)
012.83            Tubercle bacilli found (in sputum) by microscopy
012.84            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
012.85            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
012.86            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
013   Tuberculosis of meninges and central nervous system
013.0       Tuberculous meningitis
013.00            Unspecified
013.01            Bacteriological or histological examination not done
013.02            Bacteriological or histological examination unknown (at present)
013.03            Tubercle bacilli found (in sputum) by microscopy
013.04            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
013.05            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
013.06            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
013.1       Tuberculoma of meninges
013.10            Unspecified
013.11            Bacteriological or histological examination not done
013.12            Bacteriological or histological examination unknown (at present)
013.13            Tubercle bacilli found (in sputum) by microscopy
013.14            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
013.15            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
013.16            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
013.2       Tuberculoma of brain
013.20            Unspecified
013.21            Bacteriological or histological examination not done
013.22            Bacteriological or histological examination unknown (at present)
013.23            Tubercle bacilli found (in sputum) by microscopy
013.24            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
013.25            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
013.26            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
013.3       Tuberculous abscess of brain
013.30            Unspecified
013.31            Bacteriological or histological examination not done
013.32            Bacteriological or histological examination unknown (at present)
013.33            Tubercle bacilli found (in sputum) by microscopy
013.34            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
013.35            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
013.36            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
013.4       Tuberculoma of spinal cord
013.40            Unspecified
013.41            Bacteriological or histological examination not done
013.42            Bacteriological or histological examination unknown (at present)
013.43            Tubercle bacilli found (in sputum) by microscopy
013.44            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
013.45            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
013.46            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
013.5       Tuberculous abscess of spinal cord
013.50            Unspecified
013.51            Bacteriological or histological examination not done
013.52            Bacteriological or histological examination unknown (at present)
013.53            Tubercle bacilli found (in sputum) by microscopy
013.54            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
013.55            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
013.56            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
013.6       Tuberculous encephalitis or myelitis
013.60            Unspecified
013.61            Bacteriological or histological examination not done
013.62            Bacteriological or histological examination unknown (at present)
013.63            Tubercle bacilli found (in sputum) by microscopy
013.64            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
013.65            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
013.66            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
013.8       Other specified tuberculosis of central nervous system
013.80            Unspecified
013.81            Bacteriological or histological examination not done
013.82            Bacteriological or histological examination unknown (at present)
013.83            Tubercle bacilli found (in sputum) by microscopy
013.84            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
013.85            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
013.86            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
013.9       Unspecified tuberculosis of central nervous system
013.90            Unspecified
013.91            Bacteriological or histological examination not done
013.92            Bacteriological or histological examination unknown (at present)
013.93            Tubercle bacilli found (in sputum) by microscopy
013.94            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
013.95            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
013.96            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
014   Tuberculosis of intestines, peritoneum and mesenteric glands
014.0       Tuberculous peritonitis
014.00            Unspecified
014.01            Bacteriological or histological examination not done
014.02            Bacteriological or histological examination unknown (at present)
014.03            Tubercle bacilli found (in sputum) by microscopy
014.04            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
014.05            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
014.06            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
014.8       Other
014.80            Unspecified
014.81            Bacteriological or histological examination not done
014.82            Bacteriological or histological examination unknown (at present)
014.83            Tubercle bacilli found (in sputum) by microscopy
014.84            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
014.85            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
014.86            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
015   Tuberculosis of bones and joints
015.0       Vertebral column
015.00            Unspecified
015.01            Bacteriological or histological examination not done
015.02            Bacteriological or histological examination unknown (at present)
015.03            Tubercle bacilli found (in sputum) by microscopy
015.04            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
015.05            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
015.06            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
015.1       Hip
015.10            Unspecified
015.11            Bacteriological or histological examination not done
015.12            Bacteriological or histological examination unknown (at present)
015.13            Tubercle bacilli found (in sputum) by microscopy
015.14            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
015.15            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
015.16            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
015.2       Knee
015.20            Unspecified
015.21            Bacteriological or histological examination not done
015.22            Bacteriological or histological examination unknown (at present)
015.23            Tubercle bacilli found (in sputum) by microscopy
015.24            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
015.25            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
015.26            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
015.5       Limb bones
015.50            Unspecified
015.51            Bacteriological or histological examination not done
015.52            Bacteriological or histological examination unknown (at present)
015.53            Tubercle bacilli found (in sputum) by microscopy
015.54            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
015.55            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
015.56            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
015.6       Mastoid
015.60            Unspecified
015.61            Bacteriological or histological examination not done
015.62            Bacteriological or histological examination unknown (at present)
015.63            Tubercle bacilli found (in sputum) by microscopy
015.64            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
015.65            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
015.66            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
015.7       Other specified bone
015.70            Unspecified
015.71            Bacteriological or histological examination not done
015.72            Bacteriological or histological examination unknown (at present)
015.73            Tubercle bacilli found (in sputum) by microscopy
015.74            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
015.75            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
015.76            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
015.8       Other specified joint
015.80            Unspecified
015.81            Bacteriological or histological examination not done
015.82            Bacteriological or histological examination unknown (at present)
015.83            Tubercle bacilli found (in sputum) by microscopy
015.84            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
015.85            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
015.86            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
015.9       Tuberculosis of unspecified bones and joints
015.90            Unspecified
015.91            Bacteriological or histological examination not done
015.92            Bacteriological or histological examination unknown (at present)
015.93            Tubercle bacilli found (in sputum) by microscopy
015.94            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
015.95            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
015.96            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
016   Tuberculosis of genito-urinary system
016.0       Kidney
016.00            Unspecified
016.01            Bacteriological or histological examination not done
016.02            Bacteriological or histological examination unknown (at present)
016.03            Tubercle bacilli found (in sputum) by microscopy
016.04            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
016.05            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
016.06            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
016.1       Bladder
016.10            Unspecified
016.11            Bacteriological or histological examination not done
016.12            Bacteriological or histological examination unknown (at present)
016.13            Tubercle bacilli found (in sputum) by microscopy
016.14            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
016.15            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
016.16            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
016.2       Ureter
016.20            Unspecified
016.21            Bacteriological or histological examination not done
016.22            Bacteriological or histological examination unknown (at present)
016.23            Tubercle bacilli found (in sputum) by microscopy
016.24            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
016.25            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
016.26            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
016.3       Other urinary organs
016.30            Unspecified
016.31            Bacteriological or histological examination not done
016.32            Bacteriological or histological examination unknown (at present)
016.33            Tubercle bacilli found (in sputum) by microscopy
016.34            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
016.35            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
016.36            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
016.4       Epididymis
016.40            Unspecified
016.41            Bacteriological or histological examination not done
016.42            Bacteriological or histological examination unknown (at present)
016.43            Tubercle bacilli found (in sputum) by microscopy
016.44            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
016.45            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
016.46            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
016.5       Other male genital organs
016.50            Unspecified
016.51            Bacteriological or histological examination not done
016.52            Bacteriological or histological examination unknown (at present)
016.53            Tubercle bacilli found (in sputum) by microscopy
016.54            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
016.55            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
016.56            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
016.6       Tuberculous oophoritis and salpingitis
016.60            Unspecified
016.61            Bacteriological or histological examination not done
016.62            Bacteriological or histological examination unknown (at present)
016.63            Tubercle bacilli found (in sputum) by microscopy
016.64            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
016.65            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
016.66            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
016.7       Other female genital organs
016.70            Unspecified
016.71            Bacteriological or histological examination not done
016.72            Bacteriological or histological examination unknown (at present)
016.73            Tubercle bacilli found (in sputum) by microscopy
016.74            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
016.75            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
016.76            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
016.9       Genito-urinary tuberculosis, unspecified
016.90            Unspecified
016.91            Bacteriological or histological examination not done
016.92            Bacteriological or histological examination unknown (at present)
016.93            Tubercle bacilli found (in sputum) by microscopy
016.94            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
016.95            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
016.96            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
017   Tuberculosis of other organs
017.0       Skin and subcutaneous cellular tissue
017.00            Unspecified
017.01            Bacteriological or histological examination not done
017.02            Bacteriological or histological examination unknown (at present)
017.03            Tubercle bacilli found (in sputum) by microscopy
017.04            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
017.05            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
017.06            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
017.1       Erythema nodosum with hypersensitivity reaction in tuberculosis
017.10            Unspecified
017.11            Bacteriological or histological examination not done
017.12            Bacteriological or histological examination unknown (at present)
017.13            Tubercle bacilli found (in sputum) by microscopy
017.14            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
017.15            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
017.16            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
017.2       Peripheral lymph nodes
017.20            Unspecified
017.21            Bacteriological or histological examination not done
017.22            Bacteriological or histological examination unknown (at present)
017.23            Tubercle bacilli found (in sputum) by microscopy
017.24            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
017.25            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
017.26            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
017.3       Eye
017.30            Unspecified
017.31            Bacteriological or histological examination not done
017.32            Bacteriological or histological examination unknown (at present)
017.33            Tubercle bacilli found (in sputum) by microscopy
017.34            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
017.35            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
017.36            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
017.4       Ear
017.40            Unspecified
017.41            Bacteriological or histological examination not done
017.42            Bacteriological or histological examination unknown (at present)
017.43            Tubercle bacilli found (in sputum) by microscopy
017.44            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
017.45            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
017.46            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
017.5       Thyroid gland
017.50            Unspecified
017.51            Bacteriological or histological examination not done
017.52            Bacteriological or histological examination unknown (at present)
017.53            Tubercle bacilli found (in sputum) by microscopy
017.54            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
017.55            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
017.56            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
017.6       Adrenal glands
017.60            Unspecified
017.61            Bacteriological or histological examination not done
017.62            Bacteriological or histological examination unknown (at present)
017.63            Tubercle bacilli found (in sputum) by microscopy
017.64            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
017.65            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
017.66            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
017.7       Spleen
017.70            Unspecified
017.71            Bacteriological or histological examination not done
017.72            Bacteriological or histological examination unknown (at present)
017.73            Tubercle bacilli found (in sputum) by microscopy
017.74            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
017.75            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
017.76            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
017.8       Oesophagus
017.80            Unspecified
017.81            Bacteriological or histological examination not done
017.82            Bacteriological or histological examination unknown (at present)
017.83            Tubercle bacilli found (in sputum) by microscopy
017.84            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
017.85            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
017.86            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
017.9       Other specified organs
017.90            Unspecified
017.91            Bacteriological or histological examination not done
017.92            Bacteriological or histological examination unknown (at present)
017.93            Tubercle bacilli found (in sputum) by microscopy
017.94            Tubercle bacilli not found (in sputum) by microscopy, but found by culture
017.95            Tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
017.96            Tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation in animals]
018   Miliary tuberculosis
